tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-8998,Adelaide,Hard,28,A,20250106,366,200175,,,Miomir Kecmanovic,R,183,SRB,25.3,106331,,,Christopher Oconnell,R,183,AUS,30.5,7-6(1) 6-2,3,R16,91,3,1,64,34,31,14,10,2,3,13,4,68,37,28,10,10,6,9,55,1021,64,795
2025-8998,Adelaide,Hard,28,A,20250106,365,126127,,Q,Benjamin Bonzi,R,183,FRA,28.5,111454,,WC,Li Tu,R,183,AUS,28.6,6-3 6-3,3,R16,85,3,3,63,33,23,15,9,8,10,4,1,58,32,15,11,9,3,8,70,762,179,323
2025-8998,Adelaide,Hard,28,A,20250106,364,106423,,WC,Thanasi Kokkinakis,R,193,AUS,28.7,144869,8,,Tomas Martin Etcheverry,R,196,ARG,25.4,7-5 4-6 7-6(4),3,R16,182,23,4,115,82,61,18,17,5,6,13,0,103,72,60,16,17,4,5,77,716,39,1315
2025-8998,Adelaide,Hard,28,A,20250106,363,200624,2,,Sebastian Korda,R,196,USA,24.5,200221,,,Alejandro Davidovich Fokina,R,183,ESP,25.5,6-3 6-3,3,R16,91,8,2,69,43,37,9,9,5,5,2,3,63,40,25,10,9,4,7,22,1985,68,775
2025-8998,Adelaide,Hard,28,A,20250106,362,131905,,LL,Manuel Guinard,R,198,FRA,29.1,126128,,,Roman Safiullin,R,185,RUS,27.4,7-6(4) 2-6 6-1,3,R32,127,7,11,98,48,33,26,14,7,11,13,5,83,53,37,13,13,5,9,261,209,62,823
2025-8998,Adelaide,Hard,28,A,20250106,361,208014,,LL,Rinky Hijikata,R,178,AUS,23.8,105676,,,David Goffin,R,180,BEL,34.0,6-1 6-2,3,R32,72,4,3,57,29,21,16,8,4,5,3,0,44,20,11,9,7,4,9,79,712,53,1029
2025-8998,Adelaide,Hard,28,A,20250106,360,206909,7,,Brandon Nakashima,R,188,USA,23.4,105870,,Q,Yannick Hanfmann,R,193,GER,33.1,6-1 2-6 6-3,3,R32,100,14,3,69,39,31,14,12,2,4,2,5,74,48,33,9,12,3,7,37,1335,98,615
2025-8998,Adelaide,Hard,28,A,20250106,359,209070,,,Arthur Cazaux,R,183,FRA,22.3,200443,,Q,Adam Walton,R,183,AUS,25.7,7-5 6-1,3,R32,102,9,8,73,38,28,19,10,9,10,4,1,58,37,20,9,9,5,9,80,707,91,636
2025-8998,Adelaide,Hard,28,A,20250106,358,106218,,,Marcos Giron,R,180,USA,31.4,126846,,,Aleksandar Vukic,R,188,AUS,28.7,6-2 3-6 6-3,3,R32,103,4,0,72,41,29,22,13,2,4,8,3,89,58,40,12,13,4,8,45,1150,67,778
2025-8998,Adelaide,Hard,28,A,20250106,357,133430,,,Denis Shapovalov,L,185,CAN,25.7,111190,9,,Zhizhen Zhang,R,193,CHN,28.2,6-3 6-4,3,R32,67,9,4,54,32,31,12,10,0,0,4,2,53,30,21,14,9,3,5,58,981,47,1140
2025-8998,Adelaide,Hard,28,A,20250106,356,200175,,,Miomir Kecmanovic,R,183,SRB,25.3,122330,6,,Alexander Bublik,R,196,KAZ,27.5,6-4 6-2,3,R32,62,2,4,49,36,28,7,9,0,1,8,12,64,33,24,10,9,8,12,55,1021,33,1420
2025-8998,Adelaide,Hard,28,A,20250106,355,106331,,,Christopher Oconnell,R,183,AUS,30.5,126239,,,Arthur Rinderknech,R,196,FRA,29.4,7-5 7-6(5),3,R32,99,9,1,66,40,35,18,12,1,1,7,1,71,48,37,16,12,5,6,64,795,60,927
2025-8998,Adelaide,Hard,28,A,20250106,354,111454,,WC,Li Tu,R,183,AUS,28.6,105902,,Q,James Duckworth,R,183,AUS,32.9,6-1 7-5,3,R32,73,6,2,59,35,29,13,9,5,5,1,3,53,35,24,8,10,2,6,179,323,94,624
2025-8998,Adelaide,Hard,28,A,20250106,353,144869,8,,Tomas Martin Etcheverry,R,196,ARG,25.4,209262,,WC,Tristan Schoolkate,R,183,AUS,23.8,7-6(8) 6-3,3,R32,111,4,1,71,42,33,19,11,3,3,14,1,65,36,31,13,10,1,2,39,1315,173,336
2025-8998,Adelaide,Hard,28,A,20250106,352,106423,,WC,Thanasi Kokkinakis,R,193,AUS,28.7,106415,,,Yoshihito Nishioka,L,170,JPN,29.2,6-3 3-6 6-3,3,R32,130,15,3,88,60,44,14,14,3,5,4,2,89,54,36,18,13,9,12,77,716,63,807
2025-8998,Adelaide,Hard,28,A,20250106,351,200221,,,Alejandro Davidovich Fokina,R,183,ESP,25.5,105138,,,Roberto Bautista Agut,R,183,ESP,36.7,7-5 6-2,3,R32,103,5,3,74,44,32,15,10,1,2,1,5,70,44,28,11,10,5,9,68,775,51,1067
2025-0301,Auckland,Hard,28,A,20250106,386,104792,,,Gael Monfils,R,193,FRA,38.3,200267,,Q,Zizou Bergs,R,185,BEL,25.5,6-3 6-4,3,F,97,4,4,60,33,29,15,10,6,6,2,3,64,42,30,10,9,3,5,52,1030,66,783
2025-0301,Auckland,Hard,28,A,20250106,385,200267,,Q,Zizou Bergs,R,185,BEL,25.5,132686,7,,Nuno Borges,R,185,POR,27.8,6-2 3-6 7-5,3,SF,136,6,1,87,48,31,20,14,3,7,0,2,94,58,34,19,15,7,13,66,783,36,1370
2025-0301,Auckland,Hard,28,A,20250106,384,104792,,,Gael Monfils,R,193,FRA,38.3,210460,,Q,Nishesh Basavareddy,R,180,USA,19.6,7-6(5) 6-4,3,SF,106,7,2,88,48,36,22,11,5,5,3,0,59,38,27,17,11,1,2,52,1030,133,453
2025-0301,Auckland,Hard,28,A,20250106,383,132686,7,,Nuno Borges,R,185,POR,27.8,210150,,,Jakub Mensik,R,193,CZE,19.3,6-7(4) 6-2 7-6(4),3,QF,147,5,0,104,75,53,16,16,3,5,17,9,118,70,53,20,16,4,8,36,1370,49,1122
2025-0301,Auckland,Hard,28,A,20250106,382,200267,,Q,Zizou Bergs,R,185,BEL,25.5,106148,,,Roberto Carballes Baena,R,183,ESP,31.7,1-6 6-2 6-3,3,QF,112,2,2,65,37,26,13,12,1,5,2,4,74,45,32,8,12,6,11,66,783,59,981
2025-0301,Auckland,Hard,28,A,20250106,381,104792,,,Gael Monfils,R,193,FRA,38.3,207680,,LL,Facundo Diaz Acosta,L,183,ARG,24.0,6-3 6-1,3,QF,77,4,1,52,33,28,7,8,3,3,0,1,60,40,25,7,8,3,7,52,1030,78,714
2025-0301,Auckland,Hard,28,A,20250106,380,210460,,Q,Nishesh Basavareddy,R,180,USA,19.6,210506,8,,Alex Michelsen,R,193,USA,20.3,2-6 6-2 6-4,3,QF,102,4,2,79,46,37,17,13,5,7,5,2,73,46,36,9,13,3,6,133,453,41,1245
2025-0301,Auckland,Hard,28,A,20250106,379,210150,,,Jakub Mensik,R,193,CZE,19.3,210097,1,,Ben Shelton,L,193,USA,22.2,7-6(2) 4-6 7-5,3,R16,158,10,7,119,71,57,25,17,5,6,7,2,127,84,54,27,17,11,12,49,1122,21,2330
2025-0301,Auckland,Hard,28,A,20250106,378,132686,7,,Nuno Borges,R,185,POR,27.8,208363,,,Mariano Navone,R,178,ARG,23.8,4-6 7-5 6-4,3,R16,151,6,0,111,75,47,19,16,4,8,4,3,102,63,41,20,16,5,10,36,1370,46,1148
2025-0301,Auckland,Hard,28,A,20250106,377,106148,,,Roberto Carballes Baena,R,183,ESP,31.7,202103,4,,Francisco Cerundolo,R,185,ARG,26.4,6-2 7-5,3,R16,91,3,0,69,51,37,11,10,2,2,6,3,59,35,24,12,10,2,5,59,981,31,1620
2025-0301,Auckland,Hard,28,A,20250106,376,200267,,Q,Zizou Bergs,R,185,BEL,25.5,208134,,Q,Luca Nardi,R,185,ITA,21.4,6-1 6-4,3,R16,81,7,2,47,26,21,12,9,3,5,3,6,69,34,19,13,8,7,12,66,783,90,637
2025-0301,Auckland,Hard,28,A,20250106,375,104792,,,Gael Monfils,R,193,FRA,38.3,105526,,,Jan Lennard Struff,R,193,GER,34.7,6-1 7-6(5),3,R16,88,14,4,62,41,37,10,10,1,1,5,2,56,28,20,16,9,0,2,52,1030,42,1225
2025-0301,Auckland,Hard,28,A,20250106,374,207680,,LL,Facundo Diaz Acosta,L,183,ARG,24.0,202104,3,,Sebastian Baez,R,170,ARG,24.0,6-4 7-6(1),3,R16,128,4,5,79,44,32,18,11,4,7,1,1,75,50,31,12,11,5,9,78,714,28,1690
2025-0301,Auckland,Hard,28,A,20250106,373,210506,8,,Alex Michelsen,R,193,USA,20.3,132283,,,Lorenzo Sonego,R,191,ITA,29.6,7-6(3) 6-2,3,R16,117,1,2,70,50,39,11,10,3,3,6,1,89,71,45,8,10,8,10,41,1245,54,1026
2025-0301,Auckland,Hard,28,A,20250106,372,210460,,Q,Nishesh Basavareddy,R,180,USA,19.6,126214,2,,Alejandro Tabilo,L,188,CHI,27.5,6-4 5-7 6-4,3,R16,145,9,2,99,66,48,19,16,6,7,12,2,108,73,53,18,16,11,13,133,453,23,1943
2025-0301,Auckland,Hard,28,A,20250106,371,210150,,,Jakub Mensik,R,193,CZE,19.3,105807,,LL,Pablo Carreno Busta,R,188,ESP,33.4,6-2 4-6 7-5,3,R32,131,18,2,88,55,45,18,15,1,2,3,3,100,63,45,17,15,4,7,49,1122,184,317
2025-0301,Auckland,Hard,28,A,20250106,370,208363,,,Mariano Navone,R,178,ARG,23.8,105173,,LL,Adrian Mannarino,L,180,FRA,36.5,7-6(6) 6-7(5) 6-1,3,R32,187,5,7,116,72,51,21,16,3,7,3,4,112,58,35,29,15,10,16,46,1148,73,744
2025-0301,Auckland,Hard,28,A,20250106,369,132686,7,,Nuno Borges,R,185,POR,27.8,209260,,,Luciano Darderi,R,183,ITA,22.8,5-7 6-3 7-5,3,R32,122,1,1,86,59,41,18,16,2,5,8,5,97,55,36,24,17,2,7,36,1370,44,1198
2025-0301,Auckland,Hard,28,A,20250106,368,106148,,,Roberto Carballes Baena,R,183,ESP,31.7,127157,,LL,Daniel Altmaier,R,188,GER,26.3,6-3 3-6 7-5,3,R32,158,4,2,86,55,39,19,15,4,7,7,2,111,70,49,13,15,13,17,59,981,93,625
2025-0301,Auckland,Hard,28,A,20250106,367,200267,,Q,Zizou Bergs,R,185,BEL,25.5,208653,,WC,Isaac Becroft,R,180,NZL,24.1,6-3 7-5,3,R32,88,9,2,70,38,32,16,11,3,4,1,2,53,35,22,10,10,1,4,66,783,980,15
2025-0301,Auckland,Hard,28,A,20250106,366,208134,,Q,Luca Nardi,R,185,ITA,21.4,207925,6,,Flavio Cobolli,R,183,ITA,22.6,6-2 1-1 RET,3,R32,45,4,2,36,22,19,5,5,2,2,1,2,29,14,7,8,5,1,3,90,637,32,1512
2025-0301,Auckland,Hard,28,A,20250106,365,105526,,,Jan Lennard Struff,R,193,GER,34.7,207352,,,Bu Yunchaokete,R,185,CHN,22.9,6-3 6-4,3,R32,81,13,1,50,31,26,12,10,0,1,6,1,73,45,29,11,9,8,11,42,1225,65,784
2025-0301,Auckland,Hard,28,A,20250106,364,104792,,,Gael Monfils,R,193,FRA,38.3,124079,,,Pedro Martinez,R,185,ESP,27.6,1-6 7-6(5) 6-3,3,R32,144,8,3,86,51,38,17,15,1,5,1,3,83,58,41,15,13,3,5,52,1030,43,1220
2025-0301,Auckland,Hard,28,A,20250106,363,207680,,LL,Facundo Diaz Acosta,L,183,ARG,24.0,111815,,,Cameron Norrie,L,188,GBR,29.3,6-2 6-3,3,R32,82,1,5,54,40,28,5,9,3,5,1,1,50,33,19,4,8,5,10,78,714,48,1124
2025-0301,Auckland,Hard,28,A,20250106,362,210506,8,,Alex Michelsen,R,193,USA,20.3,111576,,Q,Sumit Nagal,R,178,IND,27.3,6-7(8) 6-4 6-2,3,R32,160,6,2,104,73,53,13,15,7,10,0,3,111,78,48,11,15,7,13,41,1245,96,622
2025-0301,Auckland,Hard,28,A,20250106,361,132283,,,Lorenzo Sonego,R,191,ITA,29.6,209113,,WC,Gabriel Diallo,R,203,CAN,23.2,7-6(5) 2-6 7-6(7),3,R32,178,4,2,116,85,58,22,16,10,13,8,3,108,77,60,18,16,3,4,54,1026,87,646
2025-0301,Auckland,Hard,28,A,20250106,360,210460,,Q,Nishesh Basavareddy,R,180,USA,19.6,207681,,LL,Francisco Comesana,R,178,ARG,24.2,6-2 6-2,3,R32,69,6,0,51,36,25,11,8,2,2,6,2,52,34,19,7,8,5,9,133,453,85,661
2025-580,Australian Open,Hard,128,G,20250113,100,206173,1,,Jannik Sinner,R,191,ITA,23.4,111797,,,Nicolas Jarry,R,201,CHI,29.2,7-6(2) 7-6(5) 6-1,5,R128,160,7,1,101,58,48,30,16,2,2,13,4,98,71,52,13,15,3,5,1,11830,36,1340
2025-580,Australian Open,Hard,128,G,20250113,101,209262,,WC,Tristan Schoolkate,R,183,AUS,23.8,106121,,,Taro Daniel,R,191,JPN,31.9,6-7(6) 7-6(4) 6-1 6-4,5,R128,194,23,4,133,72,61,35,21,8,10,8,1,128,86,63,20,20,7,12,173,336,113,519
2025-580,Australian Open,Hard,128,G,20250113,102,106218,,,Marcos Giron,R,180,USA,31.4,105870,,,Yannick Hanfmann,R,193,GER,33.1,2-6 7-5 6-1 7-5,5,R128,182,9,3,116,70,48,25,20,3,8,11,2,138,87,57,21,19,16,23,46,1175,95,618
2025-580,Australian Open,Hard,128,G,20250113,103,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.4,207925,32,,Flavio Cobolli,R,183,ITA,22.6,6-7(8) 6-3 7-5 6-1,5,R128,215,16,3,136,84,64,30,20,7,8,10,3,150,86,52,37,20,9,15,38,1315,32,1512
2025-580,Australian Open,Hard,128,G,20250113,104,128034,18,,Hubert Hurkacz,R,196,POL,27.9,134868,,,Tallon Griekspoor,R,188,NED,28.5,7-5 6-4 6-4,5,R128,143,14,1,83,63,49,13,16,0,1,10,5,120,71,50,22,16,14,18,17,2555,40,1280
2025-580,Australian Open,Hard,128,G,20250113,105,200175,,,Miomir Kecmanovic,R,183,SRB,25.3,105583,,,Dusan Lajovic,R,183,SRB,34.5,7-5 3-6 6-3 3-6 6-3,5,R128,206,10,5,172,102,71,36,24,16,20,17,3,158,101,69,29,24,7,12,51,1096,80,717
2025-580,Australian Open,Hard,128,G,20250113,106,126610,,,Matteo Berrettini,R,196,ITA,28.7,111815,,,Cameron Norrie,L,188,GBR,29.3,6-7(4) 6-4 6-1 6-3,5,R128,176,32,7,114,80,68,16,19,5,5,13,2,138,91,61,22,19,9,14,34,1380,52,1082
2025-580,Australian Open,Hard,128,G,20250113,107,208029,13,,Holger Rune,R,188,DEN,21.7,111190,,,Zhizhen Zhang,R,193,CHN,28.2,4-6 6-3 6-4 3-6 6-4,5,R128,190,10,4,131,86,62,31,24,3,6,21,2,142,92,71,22,24,6,10,13,2910,49,1140
2025-580,Australian Open,Hard,128,G,20250113,108,210506,,,Alex Michelsen,R,193,USA,20.3,126774,11,,Stefanos Tsitsipas,R,193,GRE,26.4,7-5 6-3 2-6 6-4,5,R128,163,8,8,124,85,59,20,20,3,7,13,2,116,72,50,23,19,7,12,42,1270,12,3195
2025-580,Australian Open,Hard,128,G,20250113,109,210317,,WC,James Mccabe,R,188,AUS,21.5,212021,,Q,Martin Landaluce,R,191,ESP,19.0,6-4 6-3 6-4,5,R128,127,14,2,82,63,52,12,15,1,1,9,8,92,54,41,15,14,6,9,258,216,142,414
2025-580,Australian Open,Hard,128,G,20250113,110,209113,,,Gabriel Diallo,R,203,CAN,23.3,208134,,,Luca Nardi,R,185,ITA,21.4,6-7(1) 7-6(3) 5-7 6-1 6-2,5,R128,249,21,8,167,104,78,32,26,11,15,9,13,167,94,63,38,25,9,16,86,646,83,675
2025-580,Australian Open,Hard,128,G,20250113,111,111575,19,,Karen Khachanov,R,198,RUS,28.6,105173,,,Adrian Mannarino,L,180,FRA,36.5,7-6(5) 6-3 6-3,5,R128,140,6,4,81,53,44,14,15,1,4,4,7,106,47,30,26,15,4,10,19,2410,75,751
2025-580,Australian Open,Hard,128,G,20250113,112,202103,31,,Francisco Cerundolo,R,185,ARG,26.4,122330,,,Alexander Bublik,R,196,KAZ,27.5,7-6(1) 6-3 6-2,5,R128,109,6,3,83,50,42,19,15,1,3,10,15,106,57,41,14,14,8,13,31,1620,37,1330
2025-580,Australian Open,Hard,128,G,20250113,113,207680,,,Facundo Diaz Acosta,L,183,ARG,24.0,200267,,,Zizou Bergs,R,185,BEL,25.6,6-7(5) 6-4 1-6 6-3 6-4,5,R128,246,8,9,154,93,72,31,24,8,11,12,9,161,86,64,40,24,12,16,73,758,60,948
2025-580,Australian Open,Hard,128,G,20250113,114,207729,,Q,Tristan Boyer,R,188,USA,23.7,105948,,,Federico Coria,R,180,ARG,32.8,6-3 6-7(3) 4-6 7-5 6-1,5,R128,231,10,1,139,97,78,24,25,2,5,10,8,163,104,72,28,25,6,12,136,448,96,617
2025-580,Australian Open,Hard,128,G,20250113,115,200282,8,,Alex De Minaur,R,183,AUS,25.9,122298,,,Botic Van De Zandschulp,R,191,NED,29.2,6-1 7-5 6-4,5,R128,142,13,4,93,59,48,17,15,4,5,5,7,90,45,29,21,14,5,10,8,3535,84,672
2025-580,Australian Open,Hard,128,G,20250113,116,126203,4,,Taylor Fritz,R,196,USA,27.2,202385,,,Jenson Brooksby,R,188,USA,24.2,6-2 6-0 6-3,5,R128,106,7,1,70,47,39,14,12,2,2,1,4,80,47,31,7,11,1,7,4,5350,,
2025-580,Australian Open,Hard,128,G,20250113,117,106426,,Q,Cristian Garin,R,185,CHI,28.6,106432,,,Borna Coric,R,188,CRO,28.1,7-5 6-1 6-2,5,R128,123,7,2,62,34,30,20,14,0,1,3,4,85,44,27,18,13,6,13,150,382,87,639
2025-580,Australian Open,Hard,128,G,20250113,118,127157,,,Daniel Altmaier,R,188,GER,26.3,207681,,,Francisco Comesana,R,178,ARG,24.2,6-2 3-6 7-6(4) 4-6 6-4,5,R128,202,13,5,132,84,74,26,25,2,4,18,5,146,92,78,24,24,3,6,101,582,85,662
2025-580,Australian Open,Hard,128,G,20250113,119,104792,,,Gael Monfils,R,193,FRA,38.3,208659,30,,Giovanni Mpetshi Perricard,R,203,FRA,21.5,7-6(7) 6-3 6-7(6) 6-7(5) 6-4,5,R128,226,18,16,174,102,86,42,28,0,0,19,9,181,113,84,42,27,10,12,41,1280,30,1651
2025-580,Australian Open,Hard,128,G,20250113,120,210097,21,,Ben Shelton,L,193,USA,22.2,206909,,,Brandon Nakashima,R,188,USA,23.4,7-6(3) 7-5 7-5,5,R128,160,12,3,113,67,49,30,18,2,3,9,2,111,73,52,22,18,5,8,20,2280,35,1355
2025-580,Australian Open,Hard,128,G,20250113,121,105807,,,Pablo Carreno Busta,R,188,ESP,33.5,111794,,Q,Kamil Majchrzak,R,180,POL,29.0,6-4 6-4 6-3,5,R128,123,6,1,86,62,46,14,15,5,5,4,2,88,62,43,12,14,5,9,182,317,122,491
2025-580,Australian Open,Hard,128,G,20250113,122,133430,,,Denis Shapovalov,L,185,CAN,25.7,105138,,,Roberto Bautista Agut,R,183,ESP,36.7,3-6 6-4 6-4 7-6(8),5,R128,191,24,15,131,63,55,26,21,6,10,2,5,136,99,59,22,20,13,17,56,1006,53,1067
2025-580,Australian Open,Hard,128,G,20250113,123,207518,16,,Lorenzo Musetti,R,185,ITA,22.8,208286,,,Matteo Arnaldi,R,185,ITA,23.8,7-6(4) 4-6 7-6(5) 6-3,5,R128,246,6,5,147,89,56,30,22,8,16,7,13,183,96,60,40,21,19,28,15,2600,39,1305
2025-580,Australian Open,Hard,128,G,20250113,124,211663,,Q,Joao Fonseca,R,185,BRA,18.3,126094,9,,Andrey Rublev,R,188,RUS,27.2,7-6(1) 6-3 7-6(5),5,R128,147,14,1,120,84,66,19,17,5,6,13,5,105,73,50,18,16,8,10,112,520,9,3520
2025-580,Australian Open,Hard,128,G,20250113,125,132283,,,Lorenzo Sonego,R,191,ITA,29.6,104527,,WC,Stan Wawrinka,R,183,SUI,39.7,6-4 5-7 7-5 7-5,5,R128,191,12,6,132,82,69,27,23,9,11,6,3,112,56,41,40,23,1,5,55,1026,156,371
2025-580,Australian Open,Hard,128,G,20250113,126,206681,,,Fabian Marozsan,R,193,HUN,25.2,205734,,,Thiago Seyboth Wild,R,185,BRA,24.8,6-3 6-7(5) 7-5 5-7 7-5,5,R128,236,20,1,165,118,88,32,29,2,4,23,6,190,132,102,24,28,12,16,59,960,79,732
2025-580,Australian Open,Hard,128,G,20250113,127,126207,17,,Frances Tiafoe,R,188,USA,26.9,126239,,,Arthur Rinderknech,R,196,FRA,29.4,7-6(2) 6-3 4-6 6-7(4) 6-3,5,R128,248,14,8,169,98,77,40,26,8,10,33,10,161,94,79,30,26,5,10,16,2560,61,927
2025-580,Australian Open,Hard,128,G,20250113,128,144895,,,Corentin Moutet,L,180,FRA,25.7,200615,25,,Alexei Popyrin,R,196,AUS,25.4,4-6 6-3 6-4 6-4,5,R128,214,6,2,124,72,54,30,20,9,12,1,7,144,93,62,20,19,14,19,69,772,24,1840
2025-580,Australian Open,Hard,128,G,20250113,129,106283,,Q,Mitchell Krueger,R,188,USA,31.0,208014,,,Rinky Hijikata,R,178,AUS,23.8,6-4 6-4 6-3,5,R128,131,6,1,79,62,42,11,15,5,8,8,8,103,57,37,18,14,8,15,146,396,72,759
2025-580,Australian Open,Hard,128,G,20250113,130,210530,,Q,Learner Tien,L,180,USA,19.1,200116,,,Camilo Ugo Carabelli,R,185,ARG,25.5,4-6 7-6(3) 6-3 5-7 6-4,5,R128,236,7,16,168,102,74,29,27,7,14,10,9,178,112,81,26,26,13,20,121,493,94,624
2025-580,Australian Open,Hard,128,G,20250113,131,106421,5,,Daniil Medvedev,R,198,RUS,28.9,208937,,WC,Kasidit Samrej,R,191,THA,23.9,6-2 4-6 3-6 6-1 6-2,5,R128,188,24,8,104,58,53,28,21,4,6,4,6,155,91,59,29,21,7,13,5,5030,418,109
2025-580,Australian Open,Hard,128,G,20250113,132,104925,7,,Novak Djokovic,R,188,SRB,37.6,210460,,WC,Nishesh Basavareddy,R,180,USA,19.7,4-6 6-3 6-4 6-2,5,R128,179,23,4,106,72,56,21,19,2,3,4,8,129,71,51,26,18,7,11,7,3900,107,566
2025-580,Australian Open,Hard,128,G,20250113,133,210262,,Q,Jaime Faria,R,188,POR,21.4,200303,,,Pavel Kotov,R,191,RUS,26.1,6-1 6-1 7-5,5,R128,105,10,3,70,44,34,20,13,2,2,9,7,84,42,29,15,13,4,10,125,481,97,612
2025-580,Australian Open,Hard,128,G,20250113,134,124187,,,Reilly Opelka,R,211,USA,27.3,206904,,Q,Gauthier Onclin,R,180,BEL,23.8,3-6 7-6(4) 6-3 6-2,5,R128,191,38,5,160,115,85,15,19,10,13,2,4,121,83,54,20,19,3,7,170,341,239,242
2025-580,Australian Open,Hard,128,G,20250113,135,207830,26,,Tomas Machac,R,183,CZE,24.2,111576,,,Sumit Nagal,R,178,IND,27.4,6-3 6-1 7-5,5,R128,125,7,4,82,40,31,25,14,5,7,0,5,85,58,31,10,14,8,15,25,1805,91,635
2025-580,Australian Open,Hard,128,G,20250113,136,208103,24,,Jiri Lehecka,R,185,CZE,23.1,111454,,WC,Li Tu,R,183,AUS,28.6,6-1 3-6 6-3 7-6(1),5,R128,140,13,2,103,67,54,26,19,3,4,8,4,107,66,50,21,18,3,6,29,1660,168,342
2025-580,Australian Open,Hard,128,G,20250113,137,200384,,,Hugo Gaston,L,173,FRA,24.2,117357,,WC,Omar Jasika,L,183,AUS,27.6,6-2 3-6 6-2 6-2,5,R128,150,12,2,101,61,46,22,17,7,9,2,3,109,85,51,9,16,4,11,81,703,179,323
2025-580,Australian Open,Hard,128,G,20250113,138,126127,,,Benjamin Bonzi,R,183,FRA,28.5,105676,,,David Goffin,R,180,BEL,34.1,6-1 6-2 7-6(7),5,R128,133,12,3,105,62,43,23,14,5,8,8,3,85,43,27,16,13,7,14,64,819,54,1029
2025-580,Australian Open,Hard,128,G,20250113,139,208859,,LL,Francesco Passaro,R,180,ITA,24.0,105777,10,,Grigor Dimitrov,R,191,BUL,33.6,7-5 2-1 RET,5,R128,65,5,0,39,22,16,12,8,0,0,6,4,54,38,25,7,7,2,4,104,571,10,3200
2025-580,Australian Open,Hard,128,G,20250113,140,207733,15,,Jack Draper,L,193,GBR,23.0,208363,,,Mariano Navone,R,178,ARG,23.8,4-6 6-3 3-6 6-3 6-2,5,R128,241,13,3,160,93,62,32,23,12,17,5,4,160,108,64,27,22,10,17,18,2530,47,1173
2025-580,Australian Open,Hard,128,G,20250113,141,106423,,,Thanasi Kokkinakis,R,193,AUS,28.7,126128,,,Roman Safiullin,R,185,RUS,27.4,3-6 6-3 6-3 7-6(5),5,R128,245,23,1,158,106,76,18,20,18,22,14,2,130,91,59,18,19,2,8,71,766,63,823
2025-580,Australian Open,Hard,128,G,20250113,142,126846,,,Aleksandar Vukic,R,188,AUS,28.7,106000,,,Damir Dzumhur,R,175,BIH,32.6,6-7(3) 6-0 3-6 6-3 6-4,5,R128,199,24,3,131,76,57,30,23,6,10,3,4,149,94,52,34,23,7,15,68,778,82,679
2025-580,Australian Open,Hard,128,G,20250113,143,200624,22,,Sebastian Korda,R,196,USA,24.5,127760,,Q,Lukas Klein,R,193,SVK,26.8,6-3 0-6 6-3 7-6(6),5,R128,147,7,3,113,68,44,25,18,6,10,11,4,108,64,45,24,18,4,8,22,2065,144,405
2025-580,Australian Open,Hard,128,G,20250113,144,111442,27,,Jordan Thompson,R,183,AUS,30.7,136440,,Q,Dominik Koepfer,L,180,GER,30.7,7-6(3) 6-4 4-6 6-3,5,R128,195,18,3,128,67,52,36,21,8,12,5,6,116,69,51,24,20,3,8,27,1695,124,485
2025-580,Australian Open,Hard,128,G,20250113,145,132686,,,Nuno Borges,R,185,POR,27.8,124186,,,Alexandre Muller,R,183,FRA,27.9,6-7(2) 6-3 6-2 7-5,5,R128,175,20,5,123,85,66,21,21,4,5,7,2,125,83,58,19,20,5,10,33,1445,58,965
2025-580,Australian Open,Hard,128,G,20250113,146,106415,,,Yoshihito Nishioka,L,170,JPN,29.2,144826,,Q,Aziz Dougaz,L,188,TUN,27.8,3-6 6-4 7-6(3) 6-3,5,R128,179,3,1,117,70,50,31,20,5,8,18,7,135,85,63,16,20,6,11,65,807,231,254
2025-580,Australian Open,Hard,128,G,20250113,147,207989,3,,Carlos Alcaraz,R,183,ESP,21.6,207686,,,Alexander Shevchenko,R,185,KAZ,24.1,6-1 7-5 6-1,5,R128,114,6,4,81,48,33,22,13,2,4,0,0,89,53,28,14,13,11,19,3,7010,77,743
2025-580,Australian Open,Hard,128,G,20250113,148,134770,6,,Casper Ruud,R,183,NOR,26.0,144719,,,Jaume Munar,R,183,ESP,27.6,6-3 1-6 7-5 2-6 6-1,5,R128,201,7,2,123,83,57,23,22,3,8,10,3,138,90,66,18,21,7,12,6,4210,62,922
2025-580,Australian Open,Hard,128,G,20250113,149,210150,,,Jakub Mensik,R,193,CZE,19.3,105932,,Q,Nikoloz Basilashvili,R,185,GEO,32.8,6-1 6-7(3) 6-3 6-3,5,R128,153,31,8,125,68,56,29,19,11,12,10,9,116,58,45,24,18,5,11,48,1162,206,273
